Parti,Nombre de sièges,Nombre de voix,district,date,election
VU,3.0,29957,Borgerhout,1981,conseils-provinciaux
VLAAMS BLOK,1.0,9633,Borgerhout,1981,conseils-provinciaux
KP,,3339,Borgerhout,1981,conseils-provinciaux
RAD,,5483,Borgerhout,1981,conseils-provinciaux
PVDA,,3938,Borgerhout,1981,conseils-provinciaux
KAGANO,,458,Borgerhout,1981,conseils-provinciaux
PSC,2.0,5869,Bouillon,1981,conseils-provinciaux
PS,2.0,3855,Bouillon,1981,conseils-provinciaux
PRL,2.0,4580,Bouillon,1981,conseils-provinciaux
ECOLO,,1061,Bouillon,1981,conseils-provinciaux
UDRT,,853,Bouillon,1981,conseils-provinciaux
PSC,1.0,6929,Boussu,1981,conseils-provinciaux
PS,4.0,22103,Boussu,1981,conseils-provinciaux
PRL,1.0,7000,Boussu,1981,conseils-provinciaux
FDF-RW,,1293,Boussu,1981,conseils-provinciaux
PCB,,3983,Boussu,1981,conseils-provinciaux
AUTRE,,4014,Boussu,1981,conseils-provinciaux
CVP,1.0,6866,Bree,1981,conseils-provinciaux
SP,,2122,Bree,1981,conseils-provinciaux
PVV,,1780,Bree,1981,conseils-provinciaux
VU,3.0,10760,Bree,1981,conseils-provinciaux
CVP,,56800,Bruges,1981,conseils-provinciaux
SP,,33064,Bruges,1981,conseils-provinciaux
PVV,,31160,Bruges,1981,conseils-provinciaux
AGALEV,,7815,Bruges,1981,conseils-provinciaux
VU,,26553,Bruges,1981,conseils-provinciaux
KPB,,2123,Bruges,1981,conseils-provinciaux
andere/autres,,6962,Bruges,1981,conseils-provinciaux
CVP,,3583,Bruxelles,1981,conseils-provinciaux
SP,,2142,Bruxelles,1981,conseils-provinciaux
PVV,,3326,Bruxelles,1981,conseils-provinciaux
VU,,2931,Bruxelles,1981,conseils-provinciaux
VLAAMS BLOK,,572,Bruxelles,1981,conseils-provinciaux
PSC,1.0,8040,Bruxelles,1981,conseils-provinciaux
PNB-BNP,,184,Bruxelles,1981,conseils-provinciaux
PS,1.0,8171,Bruxelles,1981,conseils-provinciaux
PRL,1.0,11362,Bruxelles,1981,conseils-provinciaux
ECOLO,,4099,Bruxelles,1981,conseils-provinciaux
FDF,3.0,13906,Bruxelles,1981,conseils-provinciaux
KPB/PCB,,1788,Bruxelles,1981,conseils-provinciaux
PVDA/PTB,,297,Bruxelles,1981,conseils-provinciaux
RAD/UDRT,1.0,5530,Bruxelles,1981,conseils-provinciaux
UNF,,496,Bruxelles,1981,conseils-provinciaux
PSC,1.0,8130,Châtelet,1981,conseils-provinciaux
PS,3.0,22920,Châtelet,1981,conseils-provinciaux
PRL,1.0,7073,Châtelet,1981,conseils-provinciaux
FDF-RW,,3444,Châtelet,1981,conseils-provinciaux
PCB,1.0,2004,Châtelet,1981,conseils-provinciaux
AUTRE,,6160,Châtelet,1981,conseils-provinciaux
PSC,2.0,17012,Charleroi,1981,conseils-provinciaux
PS,8.0,51117,Charleroi,1981,conseils-provinciaux
PRL,2.0,18229,Charleroi,1981,conseils-provinciaux
FDF-RW,1.0,6199,Charleroi,1981,conseils-provinciaux
PCB,1.0,6786,Charleroi,1981,conseils-provinciaux
AUTRE,2.0,19536,Charleroi,1981,conseils-provinciaux
PSC,2.0,8533,Ciney,1981,conseils-provinciaux
PS,2.0,4823,Ciney,1981,conseils-provinciaux
PRL,1.0,5438,Ciney,1981,conseils-provinciaux
ECOLO,,1446,Ciney,1981,conseils-provinciaux
FDF-RW,,1525,Ciney,1981,conseils-provinciaux
UDRT,,1096,Ciney,1981,conseils-provinciaux
CVP,,36166,Courtrai,1981,conseils-provinciaux
SP,,17296,Courtrai,1981,conseils-provinciaux
PVV,,18413,Courtrai,1981,conseils-provinciaux
AGALEV,,4482,Courtrai,1981,conseils-provinciaux
VU,,12635,Courtrai,1981,conseils-provinciaux
KPB,,1157,Courtrai,1981,conseils-provinciaux
andere/autres,,1847,Courtrai,1981,conseils-provinciaux
PSC,,7351,de Dalhem,1981,conseils-provinciaux
PS,,13161,de Dalhem,1981,conseils-provinciaux
PRL,,7724,de Dalhem,1981,conseils-provinciaux
ECOLO,,1811,de Dalhem,1981,conseils-provinciaux
FDF-RW,,1986,de Dalhem,1981,conseils-provinciaux
UDRT,,674,de Dalhem,1981,conseils-provinciaux
PCB,,1476,de Dalhem,1981,conseils-provinciaux
ECOLOS,,758,de Dalhem,1981,conseils-provinciaux
CVP,2.0,19892,Deinze,1981,conseils-provinciaux
SP,1.0,7830,Deinze,1981,conseils-provinciaux
PVV,1.0,14007,Deinze,1981,conseils-provinciaux
AGALEV,,3408,Deinze,1981,conseils-provinciaux
VU,1.0,11568,Deinze,1981,conseils-provinciaux
VLAAMS BLOK,,568,Deinze,1981,conseils-provinciaux
PVDA,,225,Deinze,1981,conseils-provinciaux
KPB,,402,Deinze,1981,conseils-provinciaux
CVP,2.0,27957,Diest,1981,conseils-provinciaux
SP,1.0,22369,Diest,1981,conseils-provinciaux
PVV,2.0,25834,Diest,1981,conseils-provinciaux
AGALEV,,4103,Diest,1981,conseils-provinciaux
VU,1.0,14529,Diest,1981,conseils-provinciaux
KPB/PCB,,1445,Diest,1981,conseils-provinciaux
PVDA/PTB,,980,Diest,1981,conseils-provinciaux
RAD/UDRT,,1801,Diest,1981,conseils-provinciaux
PSC,3.0,9547,Dinant,1981,conseils-provinciaux
PS,2.0,8101,Dinant,1981,conseils-provinciaux
PRL,3.0,9466,Dinant,1981,conseils-provinciaux
ECOLO,,1762,Dinant,1981,conseils-provinciaux
FDF-RW,,2657,Dinant,1981,conseils-provinciaux
UDRT,,2231,Dinant,1981,conseils-provinciaux
PCB,,270,Dinant,1981,conseils-provinciaux
PSC,2.0,12477,Dison,1981,conseils-provinciaux
PS,2.0,10830,Dison,1981,conseils-provinciaux
PRL,1.0,7848,Dison,1981,conseils-provinciaux
ECOLO,,2588,Dison,1981,conseils-provinciaux
FDF-RW,,1981,Dison,1981,conseils-provinciaux
UDRT,,1232,Dison,1981,conseils-provinciaux
PDB,,186,Dison,1981,conseils-provinciaux
PCB,,833,Dison,1981,conseils-provinciaux
CVP,,10990,Dixsmude,1981,conseils-provinciaux
SP,,5452,Dixsmude,1981,conseils-provinciaux
PVV,,9429,Dixsmude,1981,conseils-provinciaux
VU,,4484,Dixsmude,1981,conseils-provinciaux
andere/autres,,391,Dixsmude,1981,conseils-provinciaux
PSC,1.0,7040,Dour,1981,conseils-provinciaux
PS,3.0,20622,Dour,1981,conseils-provinciaux
PRL,2.0,8912,Dour,1981,conseils-provinciaux
FDF-RW,,1758,Dour,1981,conseils-provinciaux
PCB,,4360,Dour,1981,conseils-provinciaux
AUTRE,,3886,Dour,1981,conseils-provinciaux
CVP,2.0,20764,Eeklo,1981,conseils-provinciaux
SP,1.0,8167,Eeklo,1981,conseils-provinciaux
PVV,1.0,10409,Eeklo,1981,conseils-provinciaux
AGALEV,,2279,Eeklo,1981,conseils-provinciaux
VU,1.0,8114,Eeklo,1981,conseils-provinciaux
PVDA,,1135,Eeklo,1981,conseils-provinciaux
KPB,,697,Eeklo,1981,conseils-provinciaux
PSC,1.0,3234,Eghezée,1981,conseils-provinciaux
PS,1.0,4761,Eghezée,1981,conseils-provinciaux
PRL,1.0,3557,Eghezée,1981,conseils-provinciaux
ECOLO,,1076,Eghezée,1981,conseils-provinciaux
FDF-RW,,990,Eghezée,1981,conseils-provinciaux
UDRT,,545,Eghezée,1981,conseils-provinciaux
PCB,,257,Eghezée,1981,conseils-provinciaux
CVP,5.0,54197,Ekeren,1981,conseils-provinciaux
SP,2.0,25741,Ekeren,1981,conseils-provinciaux
PVV,3.0,29614,Ekeren,1981,conseils-provinciaux
AGALEV,1.0,13017,Ekeren,1981,conseils-provinciaux
VU,2.0,26612,Ekeren,1981,conseils-provinciaux
VLAAMS BLOK,,6146,Ekeren,1981,conseils-provinciaux
KP,,2213,Ekeren,1981,conseils-provinciaux
RAD,,3990,Ekeren,1981,conseils-provinciaux
PVDA,,2925,Ekeren,1981,conseils-provinciaux
PSC,2.0,10637,Eupen,1981,conseils-provinciaux
PS,1.0,3253,Eupen,1981,conseils-provinciaux
PRL,2.0,9212,Eupen,1981,conseils-provinciaux
ECOLO,,1398,Eupen,1981,conseils-provinciaux
FDF-RW,,233,Eupen,1981,conseils-provinciaux
UDRT,,364,Eupen,1981,conseils-provinciaux
PDB,1.0,8265,Eupen,1981,conseils-provinciaux
PCB,,295,Eupen,1981,conseils-provinciaux
CVP,1.0,13748,Evergem,1981,conseils-provinciaux
SP,,5002,Evergem,1981,conseils-provinciaux
PVV,1.0,7512,Evergem,1981,conseils-provinciaux
AGALEV,1.0,2271,Evergem,1981,conseils-provinciaux
VU,1.0,9637,Evergem,1981,conseils-provinciaux
PVDA,,384,Evergem,1981,conseils-provinciaux
KPB,,368,Evergem,1981,conseils-provinciaux
PSC,2.0,11890,Fléron,1981,conseils-provinciaux
PS,3.0,25638,Fléron,1981,conseils-provinciaux
PRL,2.0,15288,Fléron,1981,conseils-provinciaux
ECOLO,1.0,5569,Fléron,1981,conseils-provinciaux
FDF-RW,1.0,4038,Fléron,1981,conseils-provinciaux
UDRT,,2417,Fléron,1981,conseils-provinciaux
PCB,,2930,Fléron,1981,conseils-provinciaux
PSC,1.0,4189,Florennes,1981,conseils-provinciaux
PS,2.0,5477,Florennes,1981,conseils-provinciaux
PRL,1.0,3408,Florennes,1981,conseils-provinciaux
FDF-RW,,1221,Florennes,1981,conseils-provinciaux
UDRT,,1350,Florennes,1981,conseils-provinciaux
PCB,,376,Florennes,1981,conseils-provinciaux
PSC,1.0,4554,Florenville,1981,conseils-provinciaux
PS,2.0,5205,Florenville,1981,conseils-provinciaux
PRL,2.0,3998,Florenville,1981,conseils-provinciaux
ECOLO,,592,Florenville,1981,conseils-provinciaux
UDRT,,478,Florenville,1981,conseils-provinciaux
PNB,,72,Florenville,1981,conseils-provinciaux
PSC,2.0,10491,Fontaine-l'Evêque,1981,conseils-provinciaux
PS,4.0,27926,Fontaine-l'Evêque,1981,conseils-provinciaux
PRL,2.0,12849,Fontaine-l'Evêque,1981,conseils-provinciaux
FDF-RW,1.0,4259,Fontaine-l'Evêque,1981,conseils-provinciaux
PCB,,5058,Fontaine-l'Evêque,1981,conseils-provinciaux
AUTRE,,9714,Fontaine-l'Evêque,1981,conseils-provinciaux
PSC,1.0,6345,Fosses-la-Ville,1981,conseils-provinciaux
PS,2.0,5494,Fosses-la-Ville,1981,conseils-provinciaux
PRL,1.0,2995,Fosses-la-Ville,1981,conseils-provinciaux
ECOLO,,1424,Fosses-la-Ville,1981,conseils-provinciaux
FDF-RW,,2220,Fosses-la-Ville,1981,conseils-provinciaux
UDRT,1.0,1232,Fosses-la-Ville,1981,conseils-provinciaux
PCB,,465,Fosses-la-Ville,1981,conseils-provinciaux
CVP,,8464,Furnes,1981,conseils-provinciaux
SP,,7112,Furnes,1981,conseils-provinciaux
PVV,,7841,Furnes,1981,conseils-provinciaux
VU,,5616,Furnes,1981,conseils-provinciaux
andere/autres,,1022,Furnes,1981,conseils-provinciaux
CVP,5.0,37739,Gand,1981,conseils-provinciaux
SP,4.0,35356,Gand,1981,conseils-provinciaux
PVV,4.0,35344,Gand,1981,conseils-provinciaux
AGALEV,1.0,9559,Gand,1981,conseils-provinciaux
VU,4.0,26267,Gand,1981,conseils-provinciaux
VLAAMS BLOK,,3386,Gand,1981,conseils-provinciaux
RAD,,2606,Gand,1981,conseils-provinciaux
PVDA,,1356,Gand,1981,conseils-provinciaux
KPB,,4558,Gand,1981,conseils-provinciaux
PSC,2.0,8698,Gembloux,1981,conseils-provinciaux
PS,4.0,16001,Gembloux,1981,conseils-provinciaux
PRL,2.0,8075,Gembloux,1981,conseils-provinciaux
ECOLO,1.0,2859,Gembloux,1981,conseils-provinciaux
FDF-RW,1.0,3127,Gembloux,1981,conseils-provinciaux
UDRT,,1382,Gembloux,1981,conseils-provinciaux
PCB,,1143,Gembloux,1981,conseils-provinciaux
WALLON,,253,Gembloux,1981,conseils-provinciaux
RPR,,64,Gembloux,1981,conseils-provinciaux
CVP,4.0,16261,Genk,1981,conseils-provinciaux
SP,2.0,6938,Genk,1981,conseils-provinciaux
PVV,1.0,4655,Genk,1981,conseils-provinciaux
VU,1.0,7329,Genk,1981,conseils-provinciaux
VLAAMS BLOK,,440,Genk,1981,conseils-provinciaux
PVDA,,2166,Genk,1981,conseils-provinciaux
KPB,,361,Genk,1981,conseils-provinciaux
CVP,1.0,15428,Grammont,1981,conseils-provinciaux
SP,1.0,13843,Grammont,1981,conseils-provinciaux
PVV,1.0,13507,Grammont,1981,conseils-provinciaux
AGALEV,,1591,Grammont,1981,conseils-provinciaux
VU,2.0,8539,Grammont,1981,conseils-provinciaux
VLAAMS BLOK,,526,Grammont,1981,conseils-provinciaux
PVDA,,339,Grammont,1981,conseils-provinciaux
KPB,,943,Grammont,1981,conseils-provinciaux
CVP,2.0,21440,Hal,1981,conseils-provinciaux
SP,1.0,10647,Hal,1981,conseils-provinciaux
PVV,1.0,15207,Hal,1981,conseils-provinciaux
AGALEV,,2049,Hal,1981,conseils-provinciaux
VU,1.0,14817,Hal,1981,conseils-provinciaux
VLAAMS BLOK,,895,Hal,1981,conseils-provinciaux
PSC,,1058,Hal,1981,conseils-provinciaux
PS,,1746,Hal,1981,conseils-provinciaux
PRL,,1096,Hal,1981,conseils-provinciaux
FDF,,2152,Hal,1981,conseils-provinciaux
KPB/PCB,,925,Hal,1981,conseils-provinciaux
PVDA/PTB,,243,Hal,1981,conseils-provinciaux
RAD/UDRT,,1752,Hal,1981,conseils-provinciaux
CVP,,19396,Harelbeke,1981,conseils-provinciaux
SP,,10461,Harelbeke,1981,conseils-provinciaux
PVV,,8607,Harelbeke,1981,conseils-provinciaux
VU,,5816,Harelbeke,1981,conseils-provinciaux
andere/autres,,707,Harelbeke,1981,conseils-provinciaux
CVP,3.0,20653,Hasselt,1981,conseils-provinciaux
SP,3.0,17852,Hasselt,1981,conseils-provinciaux
PVV,2.0,11509,Hasselt,1981,conseils-provinciaux
VU,1.0,8351,Hasselt,1981,conseils-provinciaux
VLAAMS BLOK,,692,Hasselt,1981,conseils-provinciaux
PVDA,,1118,Hasselt,1981,conseils-provinciaux
LLL,,856,Hasselt,1981,conseils-provinciaux
KPB,,589,Hasselt,1981,conseils-provinciaux
CVP,3.0,33270,Herentals,1981,conseils-provinciaux
SP,1.0,12022,Herentals,1981,conseils-provinciaux
PVV,2.0,18115,Herentals,1981,conseils-provinciaux
VU,1.0,13686,Herentals,1981,conseils-provinciaux
VLAAMS BLOK,,2143,Herentals,1981,conseils-provinciaux
KP,,905,Herentals,1981,conseils-provinciaux
PVDA,,2267,Herentals,1981,conseils-provinciaux
CVP,1.0,7689,Herk-la-Ville,1981,conseils-provinciaux
SP,1.0,6007,Herk-la-Ville,1981,conseils-provinciaux
PVV,1.0,2395,Herk-la-Ville,1981,conseils-provinciaux
VU,,3041,Herk-la-Ville,1981,conseils-provinciaux
VLAAMS BLOK,,222,Herk-la-Ville,1981,conseils-provinciaux
PSC,,2742,Herstal,1981,conseils-provinciaux
PS,2.0,9810,Herstal,1981,conseils-provinciaux
PRL,2.0,2888,Herstal,1981,conseils-provinciaux
ECOLO,,1428,Herstal,1981,conseils-provinciaux
FDF-RW,,1373,Herstal,1981,conseils-provinciaux
UDRT,,564,Herstal,1981,conseils-provinciaux
PCB,,1172,Herstal,1981,conseils-provinciaux
PTB,,140,Herstal,1981,conseils-provinciaux
PSC,2.0,11161,Huy,1981,conseils-provinciaux
PS,4.0,24374,Huy,1981,conseils-provinciaux
PRL,2.0,10414,Huy,1981,conseils-provinciaux
ECOLO,,3530,Huy,1981,conseils-provinciaux
FDF-RW,,3200,Huy,1981,conseils-provinciaux
UDRT,,1376,Huy,1981,conseils-provinciaux
PCB,,2461,Huy,1981,conseils-provinciaux
ECOLOS,,112,Huy,1981,conseils-provinciaux
CVP,,16694,Ieper,1981,conseils-provinciaux
SP,,10023,Ieper,1981,conseils-provinciaux
PVV,,9428,Ieper,1981,conseils-provinciaux
VU,,9003,Ieper,1981,conseils-provinciaux
KPB,,923,Ieper,1981,conseils-provinciaux
andere/autres,,618,Ieper,1981,conseils-provinciaux
CVP,1.0,6968,Ixelles,1981,conseils-provinciaux
SP,,2097,Ixelles,1981,conseils-provinciaux
PVV,1.0,5181,Ixelles,1981,conseils-provinciaux
VU,,3262,Ixelles,1981,conseils-provinciaux
VLAAMS BLOK,,532,Ixelles,1981,conseils-provinciaux
PSC,,6552,Ixelles,1981,conseils-provinciaux
PS,,8065,Ixelles,1981,conseils-provinciaux
PRL,2.0,19026,Ixelles,1981,conseils-provinciaux
ECOLO,,5800,Ixelles,1981,conseils-provinciaux
FDF,2.0,23740,Ixelles,1981,conseils-provinciaux
KPB/PCB,,2003,Ixelles,1981,conseils-provinciaux
PVDA/PTB,,178,Ixelles,1981,conseils-provinciaux
RAD/UDRT,1.0,8183,Ixelles,1981,conseils-provinciaux
UNF,,283,Ixelles,1981,conseils-provinciaux
CVP,,16658,Izegem,1981,conseils-provinciaux
SP,,8596,Izegem,1981,conseils-provinciaux
PVV,,7466,Izegem,1981,conseils-provinciaux
AGALEV,,1651,Izegem,1981,conseils-provinciaux
VU,,6935,Izegem,1981,conseils-provinciaux
andere/autres,,287,Izegem,1981,conseils-provinciaux
PSC,2.0,6506,La Louvière,1981,conseils-provinciaux
PS,3.0,17958,La Louvière,1981,conseils-provinciaux
PRL,1.0,7283,La Louvière,1981,conseils-provinciaux
FDF-RW,,1382,La Louvière,1981,conseils-provinciaux
PCB,,4622,La Louvière,1981,conseils-provinciaux
AUTRE,,5675,La Louvière,1981,conseils-provinciaux
PSC,2.0,3187,La Roche-en-Ardenne,1981,conseils-provinciaux
PS,,1295,La Roche-en-Ardenne,1981,conseils-provinciaux
PRL,1.0,3129,La Roche-en-Ardenne,1981,conseils-provinciaux
ECOLO,,315,La Roche-en-Ardenne,1981,conseils-provinciaux
FDF-RW,,155,La Roche-en-Ardenne,1981,conseils-provinciaux
UDRT,,486,La Roche-en-Ardenne,1981,conseils-provinciaux
PSC,1.0,18181,Liège,1981,conseils-provinciaux
PS,2.0,43590,Liège,1981,conseils-provinciaux
PRL,1.0,29774,Liège,1981,conseils-provinciaux
ECOLO,2.0,10037,Liège,1981,conseils-provinciaux
FDF-RW,1.0,7539,Liège,1981,conseils-provinciaux
UDRT,1.0,3813,Liège,1981,conseils-provinciaux
PCB,1.0,5834,Liège,1981,conseils-provinciaux
PNB,,161,Liège,1981,conseils-provinciaux
PTB,,282,Liège,1981,conseils-provinciaux
ECOLOS,,277,Liège,1981,conseils-provinciaux
RTL,,236,Liège,1981,conseils-provinciaux
WALLON,,1025,Liège,1981,conseils-provinciaux
LRT-PLS,,463,Liège,1981,conseils-provinciaux
CVP,3.0,37466,Lierre,1981,conseils-provinciaux
SP,2.0,16733,Lierre,1981,conseils-provinciaux
PVV,2.0,18102,Lierre,1981,conseils-provinciaux
AGALEV,,4933,Lierre,1981,conseils-provinciaux
VU,2.0,19441,Lierre,1981,conseils-provinciaux
VLAAMS BLOK,,2058,Lierre,1981,conseils-provinciaux
KP,,854,Lierre,1981,conseils-provinciaux
RAD,,1484,Lierre,1981,conseils-provinciaux
PVDA,,919,Lierre,1981,conseils-provinciaux
CVP,2.0,20197,Lochristi,1981,conseils-provinciaux
SP,1.0,8938,Lochristi,1981,conseils-provinciaux
PVV,2.0,17445,Lochristi,1981,conseils-provinciaux
AGALEV,,3223,Lochristi,1981,conseils-provinciaux
VU,1.0,10829,Lochristi,1981,conseils-provinciaux
VLAAMS BLOK,,951,Lochristi,1981,conseils-provinciaux
PVDA,,437,Lochristi,1981,conseils-provinciaux
KPB,,739,Lochristi,1981,conseils-provinciaux
CVP,2.0,9655,Looz,1981,conseils-provinciaux
SP,1.0,6067,Looz,1981,conseils-provinciaux
PVV,1.0,7890,Looz,1981,conseils-provinciaux
VU,,2219,Looz,1981,conseils-provinciaux
CVP,2.0,30401,Louvain,1981,conseils-provinciaux
SP,2.0,19900,Louvain,1981,conseils-provinciaux
PVV,1.0,22548,Louvain,1981,conseils-provinciaux
AGALEV,,6524,Louvain,1981,conseils-provinciaux
VU,1.0,16813,Louvain,1981,conseils-provinciaux
VLAAMS BLOK,,1242,Louvain,1981,conseils-provinciaux
FDF,,2024,Louvain,1981,conseils-provinciaux
KPB/PCB,,1903,Louvain,1981,conseils-provinciaux
PVDA/PTB,,825,Louvain,1981,conseils-provinciaux
ECOLOS,,1675,Louvain,1981,conseils-provinciaux
RAD/UDRT,,2577,Louvain,1981,conseils-provinciaux
CVP,2.0,9805,Maaseik,1981,conseils-provinciaux
SP,1.0,4734,Maaseik,1981,conseils-provinciaux
PVV,1.0,5846,Maaseik,1981,conseils-provinciaux
VU,1.0,6498,Maaseik,1981,conseils-provinciaux
CVP,2.0,11239,Maasmechelen,1981,conseils-provinciaux
SP,1.0,6310,Maasmechelen,1981,conseils-provinciaux
PVV,1.0,5045,Maasmechelen,1981,conseils-provinciaux
VU,1.0,3939,Maasmechelen,1981,conseils-provinciaux
PVDA,,402,Maasmechelen,1981,conseils-provinciaux
KPB,,233,Maasmechelen,1981,conseils-provinciaux
CVP,4.0,27738,Malines,1981,conseils-provinciaux
SP,2.0,23304,Malines,1981,conseils-provinciaux
PVV,1.0,17206,Malines,1981,conseils-provinciaux
AGALEV,,5150,Malines,1981,conseils-provinciaux
VU,1.0,12662,Malines,1981,conseils-provinciaux
VLAAMS BLOK,,2555,Malines,1981,conseils-provinciaux
KP,,1412,Malines,1981,conseils-provinciaux
RAD,,1175,Malines,1981,conseils-provinciaux
PVDA,,1017,Malines,1981,conseils-provinciaux
R.A.L.,,468,Malines,1981,conseils-provinciaux
PSC,2.0,6651,Marche-en-Famenne,1981,conseils-provinciaux
PS,3.0,5641,Marche-en-Famenne,1981,conseils-provinciaux
PRL,1.0,3605,Marche-en-Famenne,1981,conseils-provinciaux
ECOLO,,1152,Marche-en-Famenne,1981,conseils-provinciaux
FDF-RW,,782,Marche-en-Famenne,1981,conseils-provinciaux
UDRT,,1498,Marche-en-Famenne,1981,conseils-provinciaux
CVP,,13600,Menen,1981,conseils-provinciaux
SP,,10021,Menen,1981,conseils-provinciaux
PVV,,6841,Menen,1981,conseils-provinciaux
VU,,7074,Menen,1981,conseils-provinciaux
KPB,,808,Menen,1981,conseils-provinciaux
andere/autres,,1295,Menen,1981,conseils-provinciaux
CVP,3.0,29630,Mol,1981,conseils-provinciaux
SP,2.0,14829,Mol,1981,conseils-provinciaux
PVV,1.0,13295,Mol,1981,conseils-provinciaux
AGALEV,,3572,Mol,1981,conseils-provinciaux
VU,1.0,12543,Mol,1981,conseils-provinciaux
