Parti,Nombre de sièges,Nombre de voix,circonscription-électorale,date,election
PNPB,,716,Huy-Waremme,1999,parlement-wallon
PC,,987,Huy-Waremme,1999,parlement-wallon
FNB,,323,Huy-Waremme,1999,parlement-wallon
PTB-UA,,316,Huy-Waremme,1999,parlement-wallon
FRANCE,,783,Huy-Waremme,1999,parlement-wallon
ECOLO,3.0,64552,Liège,1999,parlement-wallon
PRL-FDF,4.0,72264,Liège,1999,parlement-wallon
PS,5.0,110161,Liège,1999,parlement-wallon
PSC,2.0,44010,Liège,1999,parlement-wallon
VIVANT,,7726,Liège,1999,parlement-wallon
FN,,12170,Liège,1999,parlement-wallon
PNPB,,2233,Liège,1999,parlement-wallon
PC,,4131,Liège,1999,parlement-wallon
FNB,,2376,Liège,1999,parlement-wallon
PTB-UA,,2734,Liège,1999,parlement-wallon
PMTJ,,675,Liège,1999,parlement-wallon
FRANCE,,2151,Liège,1999,parlement-wallon
-,,563,Liège,1999,parlement-wallon
ECOLO,1.0,21162,Mons,1999,parlement-wallon
PRL-FDF,1.0,25840,Mons,1999,parlement-wallon
PS,3.0,51514,Mons,1999,parlement-wallon
PSC,1.0,21702,Mons,1999,parlement-wallon
VIVANT,,1984,Mons,1999,parlement-wallon
FN,,6701,Mons,1999,parlement-wallon
PC,,2045,Mons,1999,parlement-wallon
FNB,,2009,Mons,1999,parlement-wallon
PTB-UA,,890,Mons,1999,parlement-wallon
WALLON,,1509,Mons,1999,parlement-wallon
FN-FW,,654,Mons,1999,parlement-wallon
LC,,315,Mons,1999,parlement-wallon
ECOLO,2.0,34836,Namur,1999,parlement-wallon
PRL-FDF,1.0,39362,Namur,1999,parlement-wallon
PS,2.0,49238,Namur,1999,parlement-wallon
PSC,1.0,31196,Namur,1999,parlement-wallon
VIVANT,,4135,Namur,1999,parlement-wallon
A,,258,Namur,1999,parlement-wallon
FN,,7237,Namur,1999,parlement-wallon
PNPB,,523,Namur,1999,parlement-wallon
PC,,742,Namur,1999,parlement-wallon
FNB,,902,Namur,1999,parlement-wallon
PTB-UA,,574,Namur,1999,parlement-wallon
CTV,,755,Namur,1999,parlement-wallon
FRANCE,,791,Namur,1999,parlement-wallon
ECOLO,,10657,Neufchâteau-Virton,1999,parlement-wallon
PRL-FDF,1.0,19670,Neufchâteau-Virton,1999,parlement-wallon
PS,,14753,Neufchâteau-Virton,1999,parlement-wallon
PSC,1.0,14870,Neufchâteau-Virton,1999,parlement-wallon
VIVANT,,1062,Neufchâteau-Virton,1999,parlement-wallon
PNPB,,371,Neufchâteau-Virton,1999,parlement-wallon
PC,,349,Neufchâteau-Virton,1999,parlement-wallon
PTB-UA,,91,Neufchâteau-Virton,1999,parlement-wallon
FRANCE,,755,Neufchâteau-Virton,1999,parlement-wallon
ECOLO,2.0,44617,Nivelles,1999,parlement-wallon
PRL-FDF,3.0,78220,Nivelles,1999,parlement-wallon
PS,1.0,38220,Nivelles,1999,parlement-wallon
PSC,1.0,28998,Nivelles,1999,parlement-wallon
VIVANT,,5864,Nivelles,1999,parlement-wallon
PSD,,160,Nivelles,1999,parlement-wallon
A,,605,Nivelles,1999,parlement-wallon
FN,,5722,Nivelles,1999,parlement-wallon
PNPB,,1157,Nivelles,1999,parlement-wallon
PC,,1006,Nivelles,1999,parlement-wallon
FNB,,1289,Nivelles,1999,parlement-wallon
PTB-UA,,631,Nivelles,1999,parlement-wallon
ECOLO,,14128,Soignies,1999,parlement-wallon
PRL-FDF,1.0,20464,Soignies,1999,parlement-wallon
PS,2.0,35110,Soignies,1999,parlement-wallon
PSC,1.0,14782,Soignies,1999,parlement-wallon
VIVANT,,2010,Soignies,1999,parlement-wallon
PSD,,179,Soignies,1999,parlement-wallon
FN,,4829,Soignies,1999,parlement-wallon
PC,,1564,Soignies,1999,parlement-wallon
FNB,,625,Soignies,1999,parlement-wallon
PTB-UA,,514,Soignies,1999,parlement-wallon
WALLON,,1261,Soignies,1999,parlement-wallon
ECOLO,,13489,Thuin,1999,parlement-wallon
PRL-FDF,1.0,20616,Thuin,1999,parlement-wallon
PS,2.0,24895,Thuin,1999,parlement-wallon
PSC,,14917,Thuin,1999,parlement-wallon
VIVANT,,1723,Thuin,1999,parlement-wallon
FN,,4217,Thuin,1999,parlement-wallon
PNPB,,299,Thuin,1999,parlement-wallon
PC,,837,Thuin,1999,parlement-wallon
FNB,,505,Thuin,1999,parlement-wallon
PTB-UA,,333,Thuin,1999,parlement-wallon
WALLON,,1568,Thuin,1999,parlement-wallon
UDDU,,212,Thuin,1999,parlement-wallon
ECOLO,2.0,29540,Tournai-Ath-Mouscron,1999,parlement-wallon
PRL-FDF,2.0,41742,Tournai-Ath-Mouscron,1999,parlement-wallon
PS,2.0,49004,Tournai-Ath-Mouscron,1999,parlement-wallon
PSC,1.0,28725,Tournai-Ath-Mouscron,1999,parlement-wallon
VIVANT,,4587,Tournai-Ath-Mouscron,1999,parlement-wallon
A,,483,Tournai-Ath-Mouscron,1999,parlement-wallon
FN,,6289,Tournai-Ath-Mouscron,1999,parlement-wallon
PNPB,,661,Tournai-Ath-Mouscron,1999,parlement-wallon
PC,,1650,Tournai-Ath-Mouscron,1999,parlement-wallon
FNB,,1406,Tournai-Ath-Mouscron,1999,parlement-wallon
PTB-UA,,609,Tournai-Ath-Mouscron,1999,parlement-wallon
WALLON,,2168,Tournai-Ath-Mouscron,1999,parlement-wallon
ECOLO,1.0,27187,Verviers,1999,parlement-wallon
PRL-FDF,1.0,37518,Verviers,1999,parlement-wallon
PS,2.0,29109,Verviers,1999,parlement-wallon
PSC,2.0,34140,Verviers,1999,parlement-wallon
VIVANT,,4748,Verviers,1999,parlement-wallon
FN,,3794,Verviers,1999,parlement-wallon
PNPB,,728,Verviers,1999,parlement-wallon
PC,,2243,Verviers,1999,parlement-wallon
FNB,,1550,Verviers,1999,parlement-wallon
PTB-UA,,518,Verviers,1999,parlement-wallon
REF,,221,Verviers,1999,parlement-wallon
PJU-PDB,,3894,Verviers,1999,parlement-wallon
FRANCE,,807,Verviers,1999,parlement-wallon
