Parti,Nombre de sièges,Nombre de voix,circonscription-électorale,date,election
MR,1,29297,Circonscription de Mons,2014,parlement-wallon
FDF,0,3285,Circonscription de Mons,2014,parlement-wallon
ECOLO,0,8132,Circonscription de Mons,2014,parlement-wallon
PS,3,57279,Circonscription de Mons,2014,parlement-wallon
CDH,1,16580,Circonscription de Mons,2014,parlement-wallon
Parti Populaire,0,5785,Circonscription de Mons,2014,parlement-wallon
PTB-GO !,0,8008,Circonscription de Mons,2014,parlement-wallon
MG,0,289,Circonscription de Mons,2014,parlement-wallon
LA DROITE,0,1869,Circonscription de Mons,2014,parlement-wallon
DEBOUT LES BELGES,0,6382,Circonscription de Mons,2014,parlement-wallon
P+,0,1042,Circonscription de Mons,2014,parlement-wallon
NATION,0,931,Circonscription de Mons,2014,parlement-wallon
R.W.F.,0,556,Circonscription de Mons,2014,parlement-wallon
Atomique,0,892,Circonscription de Mons,2014,parlement-wallon
MR,2,44323,Circonscription de Namur,2014,parlement-wallon
FDF,0,5072,Circonscription de Namur,2014,parlement-wallon
ECOLO,1,19336,Circonscription de Namur,2014,parlement-wallon
PS,2,54512,Circonscription de Namur,2014,parlement-wallon
CDH,2,39886,Circonscription de Namur,2014,parlement-wallon
Parti Populaire,0,8349,Circonscription de Namur,2014,parlement-wallon
PTB-GO!,0,9498,Circonscription de Namur,2014,parlement-wallon
MG,0,309,Circonscription de Namur,2014,parlement-wallon
LA DROITE,0,2837,Circonscription de Namur,2014,parlement-wallon
R,0,710,Circonscription de Namur,2014,parlement-wallon
R.W.F.,0,1313,Circonscription de Namur,2014,parlement-wallon
FW,0,557,Circonscription de Namur,2014,parlement-wallon
UdL,0,192,Circonscription de Namur,2014,parlement-wallon
NATION,0,1815,Circonscription de Namur,2014,parlement-wallon
MR,1,21035,Circonscription de Neufchâteau-Virton,2014,parlement-wallon
FDF,0,1420,Circonscription de Neufchâteau-Virton,2014,parlement-wallon
ECOLO,0,5965,Circonscription de Neufchâteau-Virton,2014,parlement-wallon
PS,0,16676,Circonscription de Neufchâteau-Virton,2014,parlement-wallon
CDH,1,19701,Circonscription de Neufchâteau-Virton,2014,parlement-wallon
Parti Populaire,0,3389,Circonscription de Neufchâteau-Virton,2014,parlement-wallon
MG,0,474,Circonscription de Neufchâteau-Virton,2014,parlement-wallon
Union des Liberaux,0,483,Circonscription de Neufchâteau-Virton,2014,parlement-wallon
RASSEMBLEMENT R,0,487,Circonscription de Neufchâteau-Virton,2014,parlement-wallon
MR,4,97349,Circonscription de Nivelles,2014,parlement-wallon
FDF,0,10945,Circonscription de Nivelles,2014,parlement-wallon
ECOLO,1,27555,Circonscription de Nivelles,2014,parlement-wallon
PS,2,45723,Circonscription de Nivelles,2014,parlement-wallon
CDH,1,28314,Circonscription de Nivelles,2014,parlement-wallon
Parti Populaire,0,9563,Circonscription de Nivelles,2014,parlement-wallon
PTB-GO !,0,6592,Circonscription de Nivelles,2014,parlement-wallon
LA DROITE,0,2539,Circonscription de Nivelles,2014,parlement-wallon
R.W.F.,0,1277,Circonscription de Nivelles,2014,parlement-wallon
NATION,0,867,Circonscription de Nivelles,2014,parlement-wallon
N W A,0,453,Circonscription de Nivelles,2014,parlement-wallon
PIRATE,0,3612,Circonscription de Nivelles,2014,parlement-wallon
MR,1,24172,Circonscription de Soignies,2014,parlement-wallon
FDF,0,2930,Circonscription de Soignies,2014,parlement-wallon
ECOLO,0,8868,Circonscription de Soignies,2014,parlement-wallon
PS,2,35919,Circonscription de Soignies,2014,parlement-wallon
CDH,1,14835,Circonscription de Soignies,2014,parlement-wallon
Parti Populaire,0,5179,Circonscription de Soignies,2014,parlement-wallon
PTB-GO !,0,7570,Circonscription de Soignies,2014,parlement-wallon
MG,0,329,Circonscription de Soignies,2014,parlement-wallon
LA DROITE,0,1926,Circonscription de Soignies,2014,parlement-wallon
R.W.F.,0,667,Circonscription de Soignies,2014,parlement-wallon
NATION,0,1808,Circonscription de Soignies,2014,parlement-wallon
MR,1,21786,Circonscription de Thuin,2014,parlement-wallon
FDF,0,2044,Circonscription de Thuin,2014,parlement-wallon
ECOLO,0,5360,Circonscription de Thuin,2014,parlement-wallon
PS,2,34541,Circonscription de Thuin,2014,parlement-wallon
CDH,0,11851,Circonscription de Thuin,2014,parlement-wallon
Parti Populaire,0,4819,Circonscription de Thuin,2014,parlement-wallon
PTB-GO !,0,4917,Circonscription de Thuin,2014,parlement-wallon
MG,0,323,Circonscription de Thuin,2014,parlement-wallon
LA DROITE,0,1847,Circonscription de Thuin,2014,parlement-wallon
RassemblementWalon,0,954,Circonscription de Thuin,2014,parlement-wallon
NWA,0,541,Circonscription de Thuin,2014,parlement-wallon
R.W.F.,0,697,Circonscription de Thuin,2014,parlement-wallon
MR,2,46462,Circonscription de Tournai-Ath-Mouscron,2014,parlement-wallon
FDF,0,2997,Circonscription de Tournai-Ath-Mouscron,2014,parlement-wallon
ECOLO,0,14402,Circonscription de Tournai-Ath-Mouscron,2014,parlement-wallon
PS,3,61383,Circonscription de Tournai-Ath-Mouscron,2014,parlement-wallon
CDH,2,28436,Circonscription de Tournai-Ath-Mouscron,2014,parlement-wallon
Parti Populaire,0,5061,Circonscription de Tournai-Ath-Mouscron,2014,parlement-wallon
PTB-GO !,0,5580,Circonscription de Tournai-Ath-Mouscron,2014,parlement-wallon
MG,0,731,Circonscription de Tournai-Ath-Mouscron,2014,parlement-wallon
LA DROITE,0,2495,Circonscription de Tournai-Ath-Mouscron,2014,parlement-wallon
RassemblementWalon,0,1405,Circonscription de Tournai-Ath-Mouscron,2014,parlement-wallon
NATION,0,2300,Circonscription de Tournai-Ath-Mouscron,2014,parlement-wallon
R,0,789,Circonscription de Tournai-Ath-Mouscron,2014,parlement-wallon
MR,2,47366,Circonscription de Verviers,2014,parlement-wallon
F.D.F.,0,2591,Circonscription de Verviers,2014,parlement-wallon
ECOLO,1,16555,Circonscription de Verviers,2014,parlement-wallon
PS,2,37573,Circonscription de Verviers,2014,parlement-wallon
CDH,1,29044,Circonscription de Verviers,2014,parlement-wallon
Parti Populaire,0,10390,Circonscription de Verviers,2014,parlement-wallon
PTB-GO!,0,5848,Circonscription de Verviers,2014,parlement-wallon
MG,0,289,Circonscription de Verviers,2014,parlement-wallon
LA DROITE,0,2857,Circonscription de Verviers,2014,parlement-wallon
R.W.F.,0,680,Circonscription de Verviers,2014,parlement-wallon
VLC,0,583,Circonscription de Verviers,2014,parlement-wallon
R,0,390,Circonscription de Verviers,2014,parlement-wallon
PP PARTIPENSIONNES,0,1376,Circonscription de Verviers,2014,parlement-wallon
